GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
BlackLab,nl.inl.blacklab.search,HitsImpl.new Iterator() {...},18,58,3,5,4,8,4,4,1,3
BlackLab,nl.inl.blacklab.search,TextPatternNot,42,26,2,0,5,5,4,2,3,2
BlackLab,nl.inl.blacklab.search,TextPatternFuzzy,152,0,8,0,19,0,12,0,8,0
BlackLab,nl.inl.blacklab.search,HitsSettings,22,106,2,6,8,34,5,15,3,13
BlackLab,nl.inl.blacklab.search,TextPatternAnyToken,35,69,8,6,7,12,8,6,3,4
BlackLab,nl.inl.blacklab.search,TermFrequency,82,0,12,0,13,0,11,0,5,0
BlackLab,nl.inl.blacklab.search,BLRuntimeException,19,4,0,0,8,2,4,1,4,1
BlackLab,nl.inl.blacklab.search,TextPatternCaptureGroup,52,21,2,0,4,5,5,2,4,2
BlackLab,nl.inl.blacklab.search,SingleDocIdFilter,12,13,0,0,1,4,1,2,1,2
BlackLab,nl.inl.blacklab.search,TextPatternPrefix,76,0,2,0,11,0,6,0,5,0
BlackLab,nl.inl.blacklab.search,TextPatternCombiner,80,33,4,2,16,7,7,3,5,2
BlackLab,nl.inl.blacklab.search,Searcher,1165,389,112,24,230,95,126,36,63,31
BlackLab,nl.inl.blacklab.search,HitsSample,93,69,8,2,18,14,14,4,9,4
BlackLab,nl.inl.blacklab.search,SearcherImpl.1.new Iterator() {...},84,0,12,0,18,0,11,0,5,0
BlackLab,nl.inl.blacklab.search,ConfigReader,797,92,168,8,119,25,113,7,10,6
BlackLab,nl.inl.blacklab.search,ConcordanceType,9,29,0,0,0,3,2,2,2,2
BlackLab,nl.inl.blacklab.search,CompleteQuery,266,0,50,0,55,0,31,0,6,0
BlackLab,nl.inl.blacklab.search,TextPatternAnd,0,4,0,0,0,2,0,1,0,1
BlackLab,nl.inl.blacklab.search,SingleDocIdFilter.1.new Scorer() {...},18,31,1,1,6,3,4,2,3,2
BlackLab,nl.inl.blacklab.search,HitsImpl,1208,1397,146,138,279,320,123,73,29,25
BlackLab,nl.inl.blacklab.search,TextPatternAndNot,180,79,11,5,23,13,12,4,6,2
BlackLab,nl.inl.blacklab.search,TextPatternEdge,101,25,14,0,12,4,14,2,7,2
BlackLab,nl.inl.blacklab.search,InvalidQueryException,4,0,0,0,2,0,1,0,1,0
BlackLab,nl.inl.blacklab.search,TextPatternRepetition,112,48,12,8,12,11,15,4,7,2
BlackLab,nl.inl.blacklab.search,DocContentsString,9,0,0,0,4,0,2,0,2,0
BlackLab,nl.inl.blacklab.search,Concordance,65,69,0,0,6,13,3,5,3,5
BlackLab,nl.inl.blacklab.search,DocContents,10,3,0,0,1,1,1,1,1,1
BlackLab,nl.inl.blacklab.search,QueryExecutionContext,180,265,44,28,37,60,37,15,5,11
BlackLab,nl.inl.blacklab.search,Kwic.new AbstractList() {...},4,36,1,1,1,4,1,3,0,3
BlackLab,nl.inl.blacklab.search,TextPatternTerm,42,45,2,0,6,6,5,4,4,4
BlackLab,nl.inl.blacklab.search,QueryExplanation,0,15,0,0,0,6,0,3,0,3
BlackLab,nl.inl.blacklab.search,Hits,296,111,11,1,78,29,45,14,39,14
BlackLab,nl.inl.blacklab.search,Span,13,9,0,0,1,4,1,1,1,1
BlackLab,nl.inl.blacklab.search,HitsWindow,193,0,22,0,34,0,24,0,13,0
BlackLab,nl.inl.blacklab.search,TextPatternConstrained,112,34,14,0,23,6,11,2,4,2
BlackLab,nl.inl.blacklab.search,SingleDocIdSet,2,11,0,0,1,4,1,2,1,2
BlackLab,nl.inl.blacklab.search,TextPatternSequence,34,53,4,4,6,10,5,4,2,3
BlackLab,nl.inl.blacklab.search,HitsSampleImpl,52,152,6,16,8,32,9,8,3,3
BlackLab,nl.inl.blacklab.search,TextPatternPositionFilter,191,62,20,0,16,11,16,3,6,3
BlackLab,nl.inl.blacklab.search,SingleDocIdFilter.new Weight() {...},6,14,0,0,4,2,4,2,4,2
BlackLab,nl.inl.blacklab.search,Hit,100,25,16,0,16,6,12,2,4,2
BlackLab,nl.inl.blacklab.search,Kwic,68,304,7,15,17,48,14,17,8,12
BlackLab,nl.inl.blacklab.search,SingleDocIdSet.new DocIdSetIterator() {...},10,42,5,5,4,10,6,4,1,4
BlackLab,nl.inl.blacklab.search,TextPatternOr,43,42,3,3,6,8,5,3,3,2
BlackLab,nl.inl.blacklab.search,Hits.new Iterable() {...},11,0,0,0,2,0,2,0,2,0
BlackLab,nl.inl.blacklab.search,Hits.new Iterator() {...},4,33,0,2,1,5,1,4,1,3
BlackLab,nl.inl.blacklab.index.complex,ComplexFieldProperty,147,331,18,30,26,83,12,31,1,18
BlackLab,nl.inl.blacklab.index.complex,DesensitizerAdder,5,21,3,1,1,6,2,2,0,2
BlackLab,nl.inl.blacklab.index.complex,TokenStreamFromList,0,84,0,6,0,21,0,5,0,2
BlackLab,nl.inl.blacklab.index.complex,ComplexFieldProperty.SensitivitySetting,112,59,37,0,7,6,28,2,3,2
BlackLab,nl.inl.blacklab.index.complex,ComplexField,88,181,8,10,14,43,11,15,4,13
BlackLab,nl.inl.blacklab.index.complex,TokenStreamWithOffsets,0,79,0,2,0,18,0,3,0,2
BlackLab,nl.inl.blacklab.index.complex,ComplexFieldUtil.BookkeepFieldType,5,43,0,0,0,4,1,3,1,3
BlackLab,nl.inl.blacklab.index.complex,ComplexFieldUtil,151,435,29,43,26,76,33,31,7,20
BlackLab,nl.inl.blacklab.search.matchfilter,ConstraintValueBoolean,52,9,12,0,15,4,9,2,3,2
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterImplication,100,67,24,4,25,18,16,6,3,5
BlackLab,nl.inl.blacklab.search.matchfilter,ConstraintValue,0,36,0,2,0,8,0,7,0,6
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilter,0,3,0,0,0,1,0,1,0,1
BlackLab,nl.inl.blacklab.search.matchfilter,ConstraintValueInt,54,8,8,0,16,4,8,2,4,2
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterSameTokens,135,144,33,9,30,26,22,7,3,5
BlackLab,nl.inl.blacklab.search.matchfilter,ConstraintValueUndefined,11,5,2,0,3,3,4,2,3,2
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterOr,104,62,24,4,25,18,16,6,3,5
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterNot,72,37,16,2,19,11,12,5,3,5
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterTokenProperty,109,98,25,7,24,25,16,13,3,10
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterString,79,21,14,0,23,7,15,3,8,3
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterEquals,149,129,38,12,32,28,26,7,3,5
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterTokenPropertyEqualsString,156,102,38,6,34,26,26,4,4,4
BlackLab,nl.inl.blacklab.search.matchfilter,MatchFilterAnd,98,68,23,5,24,19,15,7,3,5
BlackLab,nl.inl.blacklab.search.matchfilter,ConstraintValueString,66,38,17,3,20,14,14,3,4,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryAndNot.SpanWeightAnd,115,0,14,0,25,0,11,0,4,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryFiSeq,113,322,30,30,10,47,23,28,4,17
BlackLab,nl.inl.blacklab.search.lucene,BLSpanOrQuery.SpanOrWeight.new BLSpans() {...},274,221,49,27,54,51,40,17,8,11
BlackLab,nl.inl.blacklab.search.lucene,SpansInBucketsAbstract,20,245,8,28,5,61,9,24,1,14
BlackLab,nl.inl.blacklab.search.lucene,SpanQuerySequenceOfTwo.SpanWeightSequenceOfTwo,194,0,26,0,35,0,17,0,4,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryFilterNGrams,308,58,46,4,42,9,42,2,17,2
BlackLab,nl.inl.blacklab.search.lucene,SpansRepetition,58,308,10,48,11,72,15,29,5,10
BlackLab,nl.inl.blacklab.search.lucene,SpanQuerySequenceOfTwo,698,0,102,0,140,0,74,0,23,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryAnyToken,98,205,19,21,15,41,17,29,5,21
BlackLab,nl.inl.blacklab.search.lucene,PerDocumentSortedSpans,30,256,5,31,11,55,10,23,5,10
BlackLab,nl.inl.blacklab.search.lucene,BLSpans,22,58,6,8,6,16,7,8,2,6
BlackLab,nl.inl.blacklab.search.lucene,SpansUnique,93,78,13,7,21,23,14,10,6,8
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryConstrained,133,102,16,6,27,17,20,8,11,6
BlackLab,nl.inl.blacklab.search.lucene,SpansExpansionRaw,87,395,23,51,19,104,25,28,4,12
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryRepetition,118,433,34,60,14,61,33,37,3,20
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryTagsOld.SpanWeightTagsOld,57,0,4,0,16,0,6,0,4,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryNoHits.new BLSpanWeight() {...},13,0,0,0,4,0,4,0,4,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryRepetition.SpanWeightRepetition,22,52,6,6,3,11,5,5,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryTags,57,236,13,25,12,44,14,24,3,16
BlackLab,nl.inl.blacklab.search.lucene,SpansAnd,140,548,27,61,26,84,30,33,7,12
BlackLab,nl.inl.blacklab.search.lucene,BLSpanTermQuery,47,154,6,6,11,37,8,21,3,20
BlackLab,nl.inl.blacklab.search.lucene,SpansInBucketsConsecutive,0,26,0,4,0,9,0,4,0,2
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryEdge.SpanWeightEdge,7,33,1,1,3,9,2,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpansSequenceSimple,94,231,15,39,23,67,16,26,6,9
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryCaptureGroup.SpanWeightCaptureGroup,5,41,0,2,2,10,1,4,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpansInBucketsPerStartPoint,38,270,12,34,10,65,15,23,3,12
BlackLab,nl.inl.blacklab.search.lucene,SpansTagsOld,86,475,15,51,18,98,21,27,6,9
BlackLab,nl.inl.blacklab.search.lucene,SpansEdge,63,59,7,7,13,15,11,10,7,7
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryFilterNGrams.SpanWeightFilterNGrams,60,0,2,0,13,0,5,0,4,0
BlackLab,nl.inl.blacklab.search.lucene,BLSpanOrQuery.SpanOrWeight.SpanPositionQueue,0,33,0,6,0,6,0,5,0,2
BlackLab,nl.inl.blacklab.search.lucene,SpansPositionFilter,514,584,87,97,79,136,62,51,6,10
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryFiltered,153,70,7,5,19,15,18,5,12,5
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryPositionFilter.Operation,5,83,0,0,0,8,1,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpansInBucketsPerDocumentSorted,0,17,1,1,0,7,1,2,0,2
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryTagsOld,258,0,18,0,38,0,23,0,14,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQuerySequence.SpanWeightSequence,24,240,10,34,4,38,9,17,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanComparatorEndPoint,0,20,0,2,0,4,0,3,0,2
BlackLab,nl.inl.blacklab.search.lucene,SpansConstrained,59,165,8,16,18,49,10,18,5,11
BlackLab,nl.inl.blacklab.search.lucene,SpansPositionFilter.new Object() {...},7,47,0,0,0,1,0,1,0,1
BlackLab,nl.inl.blacklab.search.lucene,SpanFuzzyQuery,197,0,18,0,48,0,27,0,18,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryAnd,0,26,0,0,0,6,0,3,0,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryPositionFilter.SpanWeightPositionFilter,25,96,5,5,6,18,5,4,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryNoHits,70,0,2,0,24,0,20,0,19,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryExpansion,168,493,34,68,22,69,32,48,5,24
BlackLab,nl.inl.blacklab.search.lucene,SpansFiltered,60,117,16,16,17,23,18,12,6,8
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryExpansion.SpanWeightExpansion,7,53,1,1,3,10,2,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryFiSeq.SpanWeightFiSeq,5,62,0,4,2,13,1,5,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQuerySequence,278,1097,54,134,46,246,39,88,2,31
BlackLab,nl.inl.blacklab.search.lucene,BLSpansWrapper,117,65,20,8,27,20,21,11,8,10
BlackLab,nl.inl.blacklab.search.lucene,SpansFilterNGramsRaw,147,532,38,74,34,112,39,37,7,8
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryNot.SpanWeightNot,65,0,8,0,14,0,8,0,4,0
BlackLab,nl.inl.blacklab.search.lucene,SpanQuerySorted.SpanWeightSorted,7,42,1,3,2,11,2,4,1,3
BlackLab,nl.inl.blacklab.search.lucene,BLSpanMultiTermQueryWrapper,128,191,17,14,29,51,22,16,9,12
BlackLab,nl.inl.blacklab.search.lucene,BLSpanWeight,0,6,0,0,0,2,0,1,0,1
BlackLab,nl.inl.blacklab.search.lucene,BLSpanOrQuery,301,666,66,80,65,144,49,53,2,27
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryTags.SpanWeightTags,7,30,1,1,3,9,2,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,DocFieldLengthGetter,43,143,7,15,15,40,7,8,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpansTags,20,81,0,4,7,23,4,10,4,8
BlackLab,nl.inl.blacklab.search.lucene,BLSpanOrQuery.SpanOrWeight,25,117,4,12,5,23,4,8,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpansCaptureGroup,60,80,4,2,7,21,7,11,5,10
BlackLab,nl.inl.blacklab.search.lucene,BLSpanQuery,58,180,8,28,8,45,10,29,2,19
BlackLab,nl.inl.blacklab.search.lucene,SpanComparatorStartPoint,0,20,0,2,0,4,0,3,0,2
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryFiltered.SpanWeightFiltered,7,37,1,1,3,10,2,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryUnique.SpanWeightUnique,14,35,2,2,4,10,3,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQuerySorted,147,80,28,8,20,18,31,7,13,7
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryUnique,93,52,7,3,20,13,18,7,13,7
BlackLab,nl.inl.blacklab.search.lucene,BLSpanTermQuery.new BLSpanWeight() {...},5,32,0,2,2,5,1,4,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryAnyToken.new BLSpanWeight() {...},1,30,0,0,1,3,1,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpansFiSeq,135,287,25,39,33,70,24,24,7,9
BlackLab,nl.inl.blacklab.search.lucene,BLSpanQueryAbstract,48,228,5,21,7,51,7,19,2,11
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryNot,88,146,6,8,19,32,14,18,10,15
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryPositionFilter,53,356,3,21,3,49,5,30,2,21
BlackLab,nl.inl.blacklab.search.lucene,SpansNGrams,96,264,21,35,28,60,22,21,6,9
BlackLab,nl.inl.blacklab.search.lucene,SpansSequenceRaw,121,352,20,46,29,91,21,27,5,10
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryEdge,87,123,13,9,16,22,14,16,5,14
BlackLab,nl.inl.blacklab.search.lucene,SpanQuerySequence.SpanWeightSequence.CombiPart,4,62,1,1,1,19,2,2,1,2
BlackLab,nl.inl.blacklab.search.lucene,DocIntFieldGetter,59,43,5,1,16,11,4,2,1,2
BlackLab,nl.inl.blacklab.search.lucene,HitQueryContext,0,65,0,2,0,19,0,9,0,8
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryAndNot,363,590,72,80,71,120,60,42,10,16
BlackLab,nl.inl.blacklab.search.lucene,BLSpanOrQuery.SpanOrWeight.1.new TwoPhaseIterator() {...},17,0,0,0,3,0,3,0,3,0
BlackLab,nl.inl.blacklab.search.lucene,SpansFilterNGramsRaw.new Object() {...},7,47,0,0,0,1,0,1,0,1
BlackLab,nl.inl.blacklab.search.lucene,SpansInBucketsPerDocument,0,12,0,2,0,5,0,3,0,2
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryConstrained.SpanWeightConstrained,7,41,1,1,3,10,2,3,1,3
BlackLab,nl.inl.blacklab.search.lucene,SpanQueryCaptureGroup,80,230,16,12,16,35,12,22,1,19
BlackLab,nl.inl.blacklab.search.lucene,SpansNot,133,328,31,45,31,78,30,23,7,8
BlackLab,nl.inl.blacklab.perdocument,DocResultsWindow,139,0,18,0,27,0,22,0,13,0
BlackLab,nl.inl.blacklab.perdocument,DocPropertyMultiple,269,0,30,0,57,0,27,0,12,0
BlackLab,nl.inl.blacklab.perdocument,DocPropertyStoredField,125,0,16,0,22,0,16,0,8,0
BlackLab,nl.inl.blacklab.perdocument,DocGroupProperty,69,0,8,0,21,0,14,0,10,0
BlackLab,nl.inl.blacklab.perdocument,DocPropertyDecade,125,32,16,0,30,5,12,3,4,3
BlackLab,nl.inl.blacklab.perdocument,DocGroupPropertyIdentity,31,0,2,0,6,0,5,0,4,0
BlackLab,nl.inl.blacklab.perdocument,DocGroupPropertySize,41,0,4,0,5,0,7,0,5,0
BlackLab,nl.inl.blacklab.perdocument,DocResults.new Iterator() {...},11,47,1,3,4,8,2,4,1,3
BlackLab,nl.inl.blacklab.perdocument,DocResults.new SimpleCollector() {...},37,0,0,0,9,0,5,0,5,0
BlackLab,nl.inl.blacklab.perdocument,DocResult,39,24,2,0,11,9,5,4,4,4
BlackLab,nl.inl.blacklab.perdocument,DocCounts,151,0,8,0,37,0,15,0,11,0
BlackLab,nl.inl.blacklab.perdocument,DocCount,43,0,0,0,10,0,5,0,5,0
BlackLab,nl.inl.blacklab.perdocument,ComparatorDocGroupProperty,37,0,6,0,6,0,5,0,2,0
BlackLab,nl.inl.blacklab.perdocument,ComparatorDocProperty,26,0,2,0,5,0,3,0,2,0
BlackLab,nl.inl.blacklab.perdocument,DocResults,355,181,27,17,97,46,40,13,25,6
BlackLab,nl.inl.blacklab.perdocument,DocProperty,87,91,13,6,22,21,16,5,5,5
BlackLab,nl.inl.blacklab.perdocument,DocPropertyNumberOfHits,64,0,4,0,10,0,10,0,8,0
BlackLab,nl.inl.blacklab.perdocument,DocGroups,168,0,8,0,40,0,15,0,11,0
BlackLab,nl.inl.blacklab.perdocument,DocGroup,50,0,0,0,12,0,6,0,6,0
BlackLab,nl.inl.blacklab.perdocument,DocPropertyComplexFieldLength,118,0,2,0,20,0,9,0,8,0
BlackLab,nl.inl.util,FileProcessor,70,329,13,41,18,76,20,34,7,20
BlackLab,nl.inl.util,FileProcessor.SimpleErrorHandler,21,6,2,0,3,3,2,1,1,1
BlackLab,nl.inl.util,FileUtil,243,243,34,22,42,50,29,16,7,10
BlackLab,nl.inl.util,CollUtil.new AbstractSet() {...},4,16,0,0,1,3,1,2,1,2
BlackLab,nl.inl.util,CollUtil.new AbstractList() {...},0,16,0,0,0,3,0,3,0,3
BlackLab,nl.inl.util,XmlUtil.SimpleErrorHandler,8,0,0,0,5,0,4,0,4,0
BlackLab,nl.inl.util,CollUtil,3,10,0,0,1,2,1,2,1,2
BlackLab,nl.inl.util,XmlUtil.XmlToPlainTextState,9,39,0,0,0,4,2,2,2,2
BlackLab,nl.inl.util,ThreadPriority,30,21,5,1,11,10,6,4,3,4
BlackLab,nl.inl.util,LogUtil,98,0,4,0,29,0,7,0,5,0
BlackLab,nl.inl.util,SimpleResourcePool,23,73,6,8,6,21,6,8,1,6
BlackLab,nl.inl.util,ThreadPriority.Level,9,39,0,0,0,4,2,2,2,2
BlackLab,nl.inl.util,TimeUtil,94,0,6,0,18,0,6,0,3,0
BlackLab,nl.inl.util,ExUtil,14,0,2,0,5,0,3,0,2,0
BlackLab,nl.inl.util,MainThreadExecutorService,37,25,2,2,7,12,6,5,4,5
BlackLab,nl.inl.util,ReverseComparator,13,0,0,0,4,0,2,0,2,0
BlackLab,nl.inl.util,LuceneUtil,738,59,105,5,164,15,66,4,12,3
BlackLab,nl.inl.util,XmlUtil,128,162,6,30,41,48,11,17,5,3
BlackLab,nl.inl.util,CollUtil.1.new Iterator() {...},4,18,0,0,1,3,1,3,1,3
BlackLab,nl.inl.util,CountingReader,7,45,0,2,2,13,1,5,1,4
BlackLab,nl.inl.util,UnicodeStream,136,82,29,7,23,21,25,5,7,5
BlackLab,nl.inl.util,FileUtil.FileTask,0,3,0,0,0,1,0,1,0,1
BlackLab,nl.inl.util,ArrayUtil,22,28,5,5,7,6,5,2,1,1
BlackLab,nl.inl.util,TarGzipReader,257,52,42,10,27,11,27,4,4,1
BlackLab,nl.inl.util,VersionFile,158,157,22,10,20,39,20,12,4,12
BlackLab,nl.inl.util,FileUtil.new Comparator() {...},2,28,1,5,0,4,1,4,0,2
BlackLab,nl.inl.util,StringUtil,403,325,59,34,91,78,54,26,18,13
BlackLab,nl.inl.util,Timer,90,0,4,0,20,0,9,0,7,0
BlackLab,nl.inl.util,UnicodeReader,192,0,36,0,36,0,23,0,5,0
BlackLab,nl.inl.util,Json,36,113,6,10,8,32,7,13,2,10
BlackLab,nl.inl.blacklab.analysis,BLNonTokenizer,4,5,0,0,2,3,1,2,1,2
BlackLab,nl.inl.blacklab.analysis,BLDutchTokenizer,4,41,0,20,2,9,1,12,1,2
BlackLab,nl.inl.blacklab.analysis,BLDutchAnalyzer,0,38,2,2,0,10,2,2,0,2
BlackLab,nl.inl.blacklab.analysis,BLNonTokenizingAnalyzer,0,25,0,0,0,6,0,2,0,2
BlackLab,nl.inl.blacklab.analysis,BLDutchTokenFilter,0,59,0,4,0,14,0,6,0,4
BlackLab,nl.inl.blacklab.analysis,BLWhitespaceAnalyzer,32,3,4,0,9,1,3,1,1,1
BlackLab,nl.inl.blacklab.analysis,BLStandardAnalyzer,196,19,26,0,37,6,16,2,3,2
BlackLab,nl.inl.blacklab.search.grouping,HitGroups.new Iterator() {...},22,0,0,0,4,0,4,0,4,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyHitText,226,152,27,5,43,27,22,7,7,6
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyContextWords.new Object() {...},4,29,0,0,0,1,0,1,0,1
BlackLab,nl.inl.blacklab.search.grouping,HitPropValueDecade,37,41,4,2,8,8,4,3,1,3
BlackLab,nl.inl.blacklab.search.grouping,ComparatorGroupProperty,37,0,6,0,6,0,5,0,2,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropValueContextWord,48,92,8,2,5,15,9,3,4,3
BlackLab,nl.inl.blacklab.search.grouping,HitGroups,15,13,0,0,4,4,2,2,2,2
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyDocumentStoredField,186,0,18,0,36,0,17,0,8,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyMultiple,373,0,48,0,77,0,37,0,13,0
BlackLab,nl.inl.blacklab.search.grouping,GroupProperty,73,0,8,0,21,0,14,0,10,0
BlackLab,nl.inl.blacklab.search.grouping,HitGroup,29,26,0,0,5,8,2,4,2,4
BlackLab,nl.inl.blacklab.search.grouping,ResultsGrouper,36,156,0,10,8,35,5,10,5,5
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyLeftContext,397,0,36,0,71,0,31,0,13,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyDocumentId,39,30,2,0,5,6,4,4,3,4
BlackLab,nl.inl.blacklab.search.grouping,PropValSerializeUtil,3,151,0,12,2,26,1,15,1,9
BlackLab,nl.inl.blacklab.search.grouping,GroupPropertyIdentity,32,0,2,0,6,0,5,0,4,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropValueContextWords,163,34,14,0,25,8,11,3,4,3
BlackLab,nl.inl.blacklab.search.grouping,HitPropValueMultiple,121,68,16,4,26,14,13,5,5,3
BlackLab,nl.inl.blacklab.search.grouping,HitPropValue,23,80,5,7,4,15,5,7,0,4
BlackLab,nl.inl.blacklab.search.grouping,GroupsAbstract,3,11,0,0,1,4,1,2,1,2
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyContextWords,147,476,26,48,28,98,23,26,3,7
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyDocumentDecade,168,33,16,0,41,5,13,2,5,2
BlackLab,nl.inl.blacklab.search.grouping,GroupPropertySize,46,0,4,0,7,0,7,0,5,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyWordLeft,351,0,30,0,56,0,28,0,13,0
BlackLab,nl.inl.blacklab.search.grouping,HitProperty,127,132,18,7,36,27,21,7,5,6
BlackLab,nl.inl.blacklab.search.grouping,HitPropValueContext,0,21,0,0,0,5,0,1,0,1
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyHitPosition,89,0,6,0,13,0,10,0,7,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropValueInt,63,20,1,1,10,5,7,3,6,3
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyRightContext,372,0,34,0,66,0,30,0,13,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyContextWords.ContextPart,27,88,4,10,8,10,4,7,1,3
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyWordRight,349,0,30,0,55,0,28,0,13,0
BlackLab,nl.inl.blacklab.search.grouping,HitPropValueString,33,26,1,1,5,5,6,3,5,3
BlackLab,nl.inl.blacklab.search.grouping,HitPropertyContextWords.ContextStart,5,63,0,0,0,9,1,4,1,4
BlackLab,nl.inl.blacklab.search.grouping,Group,0,9,0,0,0,4,0,2,0,2
BlackLab,nl.inl.blacklab.queryParser.contextql,ContextualQueryLanguageParser.LookaheadSuccess,3,0,0,0,1,0,1,0,1,0
BlackLab,nl.inl.blacklab.queryParser.contextql,ContextualQueryLanguageParser,2332,0,354,0,462,0,266,0,80,0
BlackLab,nl.inl.blacklab.queryParser.contextql,ContextualQueryLanguageParserConstants,92,0,0,0,1,0,1,0,1,0
BlackLab,nl.inl.blacklab.queryParser.contextql,ContextualQueryLanguageParser.JJCalls,3,0,0,0,1,0,1,0,1,0
BlackLab,nl.inl.blacklab.queryParser.contextql,JavaCharStream,1336,0,105,0,260,0,102,0,41,0
BlackLab,nl.inl.blacklab.queryParser.contextql,ContextQlParseUtils,297,0,58,0,59,0,33,0,4,0
BlackLab,nl.inl.blacklab.queryParser.contextql,ParseException,360,0,33,0,65,0,26,0,6,0
BlackLab,nl.inl.blacklab.queryParser.contextql,Token,34,0,0,0,12,0,7,0,7,0
BlackLab,nl.inl.blacklab.queryParser.contextql,ContextualQueryLanguageParserTokenManager,1614,0,241,0,339,0,168,0,21,0
BlackLab,nl.inl.blacklab.queryParser.contextql,TokenMgrError,175,0,17,0,37,0,18,0,6,0
BlackLab,nl.inl.blacklab.queryParser.corpusql,ParseException,360,0,33,0,65,0,26,0,6,0
BlackLab,nl.inl.blacklab.queryParser.corpusql,MalformedTagException,8,0,0,0,4,0,2,0,2,0
BlackLab,nl.inl.blacklab.queryParser.corpusql,CorpusQueryLanguageParserTokenManager,902,1268,177,138,198,250,139,87,10,17
BlackLab,nl.inl.blacklab.queryParser.corpusql,TokenMgrError,175,0,17,0,37,0,18,0,6,0
