GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
BlackLab,nl.inl.blacklab.queryParser.corpusql,SingleQuotesException,4,0,0,0,2,0,1,0,1,0
BlackLab,nl.inl.blacklab.queryParser.corpusql,CorpusQueryLanguageParser.JJCalls,0,3,0,0,0,1,0,1,0,1
BlackLab,nl.inl.blacklab.queryParser.corpusql,CorpusQueryLanguageParserConstants,148,0,0,0,1,0,1,0,1,0
BlackLab,nl.inl.blacklab.queryParser.corpusql,CorpusQueryLanguageParser,1683,2613,317,345,315,510,264,191,27,86
BlackLab,nl.inl.blacklab.queryParser.corpusql,CorpusQueryLanguageParser.LookaheadSuccess,0,3,0,0,0,1,0,1,0,1
BlackLab,nl.inl.blacklab.queryParser.corpusql,TestParser,61,0,2,0,18,0,3,0,2,0
BlackLab,nl.inl.blacklab.queryParser.corpusql,JavaCharStream,994,342,83,22,188,72,82,20,28,13
BlackLab,nl.inl.blacklab.queryParser.corpusql,Token,11,23,0,0,4,8,3,4,3,4
BlackLab,nl.inl.blacklab.search.indexstructure,AltDesc,6,18,0,2,2,5,2,3,2,2
BlackLab,nl.inl.blacklab.search.indexstructure,FieldType,51,58,14,3,4,6,14,3,3,3
BlackLab,nl.inl.blacklab.search.indexstructure,IndexStructure,1582,1637,218,124,305,312,171,58,26,29
BlackLab,nl.inl.blacklab.search.indexstructure,BaseFieldDesc,3,39,1,1,1,15,1,7,0,7
BlackLab,nl.inl.blacklab.search.indexstructure,IndexStructure.MetadataGroup,36,0,0,0,14,0,7,0,7,0
BlackLab,nl.inl.blacklab.search.indexstructure,ComplexFieldDesc,217,289,28,32,27,72,29,25,7,16
BlackLab,nl.inl.blacklab.search.indexstructure,PropertyDesc,126,165,29,16,21,49,22,21,3,16
BlackLab,nl.inl.blacklab.search.indexstructure,MetadataFieldDesc.UnknownCondition,4,62,0,0,1,6,1,5,1,5
BlackLab,nl.inl.blacklab.search.indexstructure,PropertyDesc.new Object() {...},33,0,0,0,1,0,1,0,1,0
BlackLab,nl.inl.blacklab.search.indexstructure,MetadataFieldDesc.ValueListComplete,9,39,0,0,0,4,2,2,2,2
BlackLab,nl.inl.blacklab.search.indexstructure,ComplexFieldDesc.new Comparator() {...},6,43,4,6,2,10,4,3,0,2
BlackLab,nl.inl.blacklab.search.indexstructure,ComplexFieldDesc.new Object() {...},3,23,0,0,0,1,0,1,0,1
BlackLab,nl.inl.blacklab.search.indexstructure,MetadataFieldDesc,181,54,16,0,52,18,25,5,17,5
BlackLab,nl.inl.blacklab.search.indexstructure,AltDesc.AltType,9,29,0,0,0,2,2,2,2,2
BlackLab,nl.inl.blacklab.tools.debug,ReconstructTermVector,132,0,12,0,38,0,9,0,3,0
BlackLab,nl.inl.blacklab.tools.debug,RunTermQuery,630,0,50,0,139,0,33,0,8,0
BlackLab,nl.inl.blacklab.tools.debug,RunTermQuery.new SimpleCollector() {...},46,0,0,0,11,0,5,0,5,0
BlackLab,nl.inl.blacklab.tools,QueryTool.Parser,8,0,0,0,2,0,2,0,2,0
BlackLab,nl.inl.blacklab.tools,QueryTool.new Object() {...},26,0,0,0,1,0,1,0,1,0
BlackLab,nl.inl.blacklab.tools,QueryTool,4000,0,498,0,774,0,296,0,45,0
BlackLab,nl.inl.blacklab.tools,QueryTool.new Object() {...},21,0,0,0,8,0,1,0,1,0
BlackLab,nl.inl.blacklab.tools,QueryTool.ParserCorpusQl,81,0,0,0,19,0,5,0,5,0
BlackLab,nl.inl.blacklab.tools,QueryTool.ParserContextQl,81,0,0,0,21,0,6,0,6,0
BlackLab,nl.inl.blacklab.tools,IndexTool,1021,0,164,0,220,0,95,0,7,0
BlackLab,nl.inl.blacklab.tools,SketchToXmlConverter,725,0,78,0,140,0,50,0,11,0
BlackLab,nl.inl.blacklab.tools,QueryTool.ParseException,28,0,0,0,12,0,4,0,4,0
BlackLab,nl.inl.blacklab.tools,QueryTool.ShowSetting,58,0,0,0,2,0,4,0,4,0
